,source,sink,reactance,limit
584,n_1960,n_29559,8.357632171,3732.473901
585,n_1506,n_28509,126.4840092,491.4734459
586,n_9871,n_23788,95.61670616,2049.841649
587,n_22815,n_22816,111.7506004,2268.837989
588,n_29018,n_28673,156.9255934,2830.019797
589,n_23803,n_9907,15.12995494,617.2585626
590,n_9414,n_28704,69.73727643,1669.12371
591,n_6024,n_7798,228.6595668,722.6152978
592,n_23823,n_23824,79.02635182,1810.682698
593,n_18698,n_28663,12.90227764,556.4634428
594,n_6710,n_18282,204.6033859,672.1699776
595,n_9874,n_23789,34.65952097,1058.808227
596,n_7046,n_7047,333.2913425,923.4923721
597,n_9870,n_18693,54.76799466,1426.178206
598,n_9833,n_23769,201.3252079,3328.361752
599,n_15641,n_30941,28.39978167,8276.155605
600,n_18278,n_18279,1415.157331,2367.275174
601,n_13988,n_15609,160.0085657,572.7592497
602,n_9850,n_23776,726.8412709,7676.972572
603,n_9934,n_9890,13.94558932,585.3575529
604,n_7699,n_23766,85.03790745,1899.199567
605,n_9891,n_23794,54.61933418,1423.656877
606,n_6129,n_22428,40.54267423,1172.58353
607,n_9927,n_30064,623.060605,6944.357066
608,n_7031,n_30941,17.09408651,5947.072883
609,n_9854,n_23778,99.88939409,2109.016311
610,n_6706,n_30398,49.25552399,1331.008997
611,n_9480,n_12417,886.0742173,1745.331401
612,n_6667,n_22538,270.1412263,805.4535904
613,n_12439,n_25052,388.0146055,5101.911475
614,n_14508,n_28300,156.6872158,564.9912439
615,n_9845,n_9847,324.2589985,4539.244113
616,n_15690,n_15691,61.36780495,306.9192943
617,n_9834,n_23769,879.3048648,8690.156982
618,n_6930,n_28698,159.7759756,2863.378734
619,n_14027,n_14029,492.9156407,1191.433561
620,n_30212,n_29284,510.5902579,1219.074033
621,n_27914,n_27913,6001.408446,30341.40213
622,n_7589,n_28767,110.6083762,2253.7141
623,n_328,n_19233,302.2891205,4336.585183
624,n_9823,n_28718,20855.61539,68266.40014
625,n_15628,n_30412,249.1172523,764.0710492
626,n_30399,n_9943,43.28116009,1223.554736
627,n_4481,n_28107,698.2201286,1494.561865
628,n_1918,n_16911,63.44521315,313.6436691
629,n_18707,n_30524,3206.635781,20175.81722
630,n_1953,n_6417,1034.858774,9662.297608
631,n_29262,n_30421,263.1977574,791.9150005
632,n_6685,n_28700,34.10593262,1047.767944
633,n_9939,n_9940,123.3486125,2419.475518
634,n_11856,n_28998,558.5855087,6467.675092
635,n_325,n_19223,497.6683038,5999.302366
636,n_9961,n_18302,40.11582861,1164.531894
637,n_11709,n_28601,142.4331738,530.9770214
638,n_26569,n_31089,382.8877316,1010.774744
639,n_23854,n_23855,189.8220229,3203.291474
640,n_1953,n_20136,36.75809133,9789.609167
641,n_6673,n_6938,215.7385241,695.763757
642,n_1586,n_16162,5309.34426,5598.561898
643,n_3484,n_20882,358.4156055,968.23493
644,n_15690,n_29983,115.8696128,464.2148703
645,n_18291,n_18292,134.9489101,512.6431215
646,n_13478,n_29012,91.08321992,1986.036406
647,n_7091,n_7092,3625.903606,21856.10682
648,n_17985,n_28106,2474.431598,3405.864667
649,n_1960,n_6423,14.27457876,594.3106761
650,n_6685,n_31267,3324.754196,4128.006093
651,n_23844,n_29630,14571.16864,54053.97883
652,n_2417,n_28636,72.11135784,340.9064817
653,n_14496,n_26270,145.6299675,538.7051251
654,n_998,n_9907,375.8345964,998.6142409
655,n_1069,n_8325,16.45288646,651.8781593
656,n_14574,n_14575,290.159217,4222.494575
657,n_6692,n_30524,146.4299162,2705.314945
658,n_6971,n_18870,918.4533521,1786.590588
659,n_1960,n_6409,23.59194352,7334.825113
660,n_1754,n_7608,80.23065244,1828.598562
661,n_13267,n_9905,113.1508167,457.0945312
662,n_27918,n_27920,2888.644552,3766.922887
663,n_29630,n_30523,223.4231986,3561.847518
664,n_18688,n_23858,50.97751893,1361.119805
665,n_1500,n_28711,137.6706764,519.3506134
666,n_9847,n_29005,538.7118407,6316.927876
667,n_18990,n_18704,63.70433223,314.4769837
668,n_9984,n_9968,20.10709212,742.8022254
669,n_9902,n_18289,964.4727993,1844.36829
670,n_6711,n_9937,61.55519795,1538.877903
671,n_9968,n_23825,11.44764601,514.7745451
672,n_23819,n_30399,42.28842819,1205.210891
673,n_2907,n_28509,231.7567182,728.9721148
674,n_14035,n_26041,28672.13875,16783.45567
675,n_326,n_5117,158.2555421,568.666349
676,n_4538,n_11735,107.7452267,442.7575657
677,n_18297,n_18299,197.0170505,655.8384123
678,n_9868,n_23784,22.90593559,808.5725506
679,n_17983,n_17889,463.8329881,1145.186686
680,n_23849,n_30524,336.4383824,4649.522215
681,n_1500,n_3861,242.6302031,751.0588576
682,n_9846,n_29001,224.7522553,3575.626645
683,n_9938,n_9939,162.3960643,578.3084229
684,n_1258,n_4532,50.16067,1346.881383
685,n_1837,n_6703,31.62926353,997.5870755
686,n_18293,n_18295,127.6925602,494.5254756
687,n_6684,n_30898,488.1385226,52718.38874
688,n_28698,n_30950,28.3279195,928.5057111
689,n_6687,n_28990,25.50386249,173.2907359
690,n_6712,n_6713,52.7063374,12378.08011
691,n_9890,n_31013,29.29739048,949.070474
692,n_30212,n_14521,110.5601785,450.2540638
693,n_30519,n_30520,1847.006336,14088.46709
694,n_30640,n_29239,3842.294098,4535.689855
695,n_18277,n_18298,32.09787436,201.2755031
696,n_7699,n_9885,106.3518229,2196.867063
697,n_3087,n_3088,122.7179105,2411.414676
698,n_10014,n_18691,114.2112613,459.8787892
699,n_14000,n_14492,506.1099481,1212.099523
700,n_7045,n_24341,693.9721414,1488.636054
701,n_322,n_1837,11.14133069,4500.664198
702,n_9975,n_9978,90.97640443,1984.519869
703,n_4539,n_21560,249.955459,765.7437079
704,n_23853,n_28996,24.99800076,855.9120847
705,n_27917,n_27922,2654.694473,3565.400627
706,n_6662,n_28667,107.0871313,2206.743191
707,n_6922,n_26871,129.5330922,499.1541941
708,n_10707,n_30421,92.16292124,2001.331034
709,n_7619,n_22867,44.56792121,1247.114678
710,n_4531,n_29228,14.92246329,5443.657084
711,n_12414,n_6888,21.37720659,773.0202917
712,n_28673,n_23792,156.9906241,2830.783216
713,n_28662,n_30518,3001.583786,19326.26719
714,n_29924,n_1837,2.845842068,1851.022975
715,n_6965,n_6967,178.6655145,615.394181
716,n_1517,n_7592,77.6716588,1790.415227
717,n_4532,n_275,19.39930209,725.6740248
718,n_1048,n_28300,39.41761165,1151.296574
719,n_18992,n_22425,125.1919457,488.1992375
720,n_18293,n_9937,115.317466,462.7735954
721,n_23584,n_9453,493.3748041,5965.557395
722,n_6696,n_23848,972.5236786,9279.3134
723,n_1508,n_5117,385.1091602,1014.588541
724,n_29239,n_13841,491.8787936,1189.801439
725,n_14194,n_14258,1040.858393,1938.192152
726,n_28803,n_9986,30.74398655,979.3201742
727,n_7600,n_22816,3991.228644,23265.54469
728,n_4099,n_28470,85.43668569,1904.99273
729,n_207,n_19163,3775.545013,4484.237654
730,n_28662,n_9822,15.89531829,637.4103203
731,n_23794,n_29003,37838.90518,100607.6088
732,n_6964,n_18694,15268.81412,11136.07438
733,n_9455,n_23584,188.2601855,3186.108747
734,n_7089,n_6689,14.79843226,608.4196746
735,n_10018,n_10014,13.79015301,581.1019023
736,n_6660,n_6683,2922.06928,3795.241256
737,n_9455,n_23583,286.3764021,4186.5758
738,n_28954,n_10002,243.0956756,3762.996391
739,n_9885,n_23793,439.2837252,5531.206747
740,n_7014,n_6666,41.47675527,237.8295287
741,n_6178,n_6654,280.8241173,826.0487214
742,n_19230,n_25052,2074.456034,15194.88718
743,n_6129,n_23899,85.61658763,381.2150779
744,n_9440,n_9484,12.98912334,558.8989573
745,n_9505,n_9506,10402.21785,8674.088669
746,n_6692,n_18706,140.2909305,2630.928768
747,n_29006,n_31014,111.8232966,2269.798709
748,n_1514,n_6178,907.7280429,8872.009902
749,n_28666,n_30413,29.23738473,947.804576
750,n_18699,n_30068,705.8154685,1505.12587
751,n_207,n_18308,433.4534419,5483.304473
752,n_15777,n_26871,304.9754419,871.6282493
753,n_18267,n_18268,1164.872347,2085.557
754,n_3492,n_20880,747.0432292,1561.791087
755,n_9413,n_9441,60.98623994,1529.603126
756,n_6699,n_22549,77.39341196,1786.237171
757,n_31014,n_29010,334.171343,4629.10226
758,n_28501,n_30882,67.54074858,326.6797756
759,n_10058,n_18692,42.02457816,1200.310243
760,n_10239,n_17246,119.6180678,473.936954
761,n_8330,n_30976,22.88543359,808.1013391
762,n_15512,n_30898,73.73083008,345.8712366
763,n_6393,n_6394,88.39413655,389.2212459
764,n_6953,n_6954,83.17540681,374.1033258
765,n_7557,n_1514,22.20890764,792.4685374
766,n_14033,n_26042,17263.03955,12062.52446
767,n_6902,n_9877,116.2929943,2328.456805
768,n_4536,n_4521,22.66227707,802.9628094
769,n_22426,n_22521,124.0244944,2428.097841
770,n_14029,n_14488,265.2936446,796.0146198
771,n_6422,n_10126,44.3889879,1243.852851
772,n_9883,n_9882,44.13184209,1239.157218
773,n_28704,n_9412,9.546892488,457.3861458
774,n_6705,n_6706,313.5837581,4441.390823
775,n_207,n_14502,20.76362638,758.5028376
776,n_23790,n_28999,208.3179078,3403.171558
777,n_28470,n_28664,80.23562071,1828.672277
778,n_6901,n_6902,58.48757349,1488.508192
779,n_7702,n_22868,247.5426897,3807.667715
780,n_9942,n_29007,67.74468331,1637.919635
781,n_28295,n_28296,203.7310993,670.3030389
782,n_29004,n_29003,20.25414471,746.3342588
783,n_23784,n_9863,765.0113911,7937.077613
784,n_6700,n_22548,181.9992429,3116.722387
785,n_14573,n_10025,145.5913708,2695.219384
786,n_9890,n_23796,106.4607167,2198.331146
787,n_324,n_19224,71.18268226,1691.564351
788,n_321,n_28770,102.2522791,2141.361272
789,n_12414,n_22589,70.33449025,1678.415243
790,n_23582,n_23583,415.4438853,5333.89395
791,n_18270,n_29803,940.1763538,1813.986862
792,n_6890,n_22590,119426.3837,42488.08437
793,n_23779,n_23780,116.4772554,2330.8579
794,n_29017,n_30069,43.54122032,1228.335805
795,n_13956,n_17072,814.5194394,1652.234604
796,n_26267,n_26270,965.395739,1845.517077
797,n_27919,n_27920,3810.022071,22572.3419
798,n_30944,n_21135,472.5948052,5800.763043
799,n_23776,n_23777,40.37462242,1169.417098
800,n_18310,n_10584,89.11298006,391.2789074
801,n_23843,n_23844,3719.233752,22220.71529
802,n_15628,n_15630,221.8833574,708.6014975
803,n_23793,n_9886,10.01125105,471.7487305
804,n_23843,n_23845,1977.271647,14727.60099
805,n_6692,n_10016,16.90311106,663.4361144
806,n_319,n_22546,33.48450913,1035.300028
807,n_6678,n_6682,20.22450113,745.6229763
808,n_1514,n_22543,6562.720002,32159.88047
809,n_1258,n_4538,962.4515572,1841.8511
810,n_4095,n_4098,193.2822191,3241.184489
811,n_18699,n_18709,20.90274161,152.2394423
812,n_6940,n_18703,68.34943022,329.2208154
813,n_9866,n_23783,8604.176073,38360.88078
814,n_9872,n_23788,1962.911859,14657.88274
815,n_6705,n_18284,72.46371274,341.9899676
816,n_6641,n_6922,13.42427278,571.0178877
817,n_28295,n_28310,481.6463724,1173.629417
818,n_20896,n_1514,44939.79084,112526.7134
819,n_10836,n_30087,3787.259465,4493.290331
820,n_23797,n_23798,58.85557171,1494.598491
821,n_26264,n_28298,391.1333329,1024.892537
822,n_6922,n_15782,34.77901486,212.0666686
823,n_8338,n_8341,44.57525502,1247.248271
824,n_4491,n_30890,680.0731785,1469.158302
825,n_9950,n_23817,204.8757376,3366.45767
826,n_23844,n_23845,4199.567532,24049.10938
827,n_9943,n_30521,383.7601037,5065.423579
828,n_9958,n_9978,182.8638706,3126.353561
829,n_6177,n_18705,326.5564338,4560.155374
830,n_12162,n_18700,14591.66832,10812.02868
831,n_22548,n_6691,347.551503,4748.935852
832,n_23585,n_23586,415.9410805,5338.048741
833,n_31089,n_29239,7273.453285,6871.760789
834,n_4475,n_28505,29.72563444,958.0787116
835,n_26569,n_26570,338372.3212,83697.19474
836,n_6942,n_28698,85.17141695,1901.140151
837,n_9928,n_30064,118.6606434,471.4639909
838,n_2418,n_6129,26.07920518,879.8334021
839,n_9419,n_9836,22.17907834,791.7754617
840,n_18296,n_18297,200.3011332,662.9347197
841,n_19221,n_28770,233.2128275,3662.685741
842,n_7065,n_7699,49.35301944,1332.723513
843,n_26569,n_31224,96661.88236,37023.37739
844,n_207,n_229,350.3329749,953.9640516
845,n_6893,n_6903,37.69269469,1118.243163
846,n_6673,n_21285,131.3659047,503.7407445
847,n_28697,n_28470,54.89917697,1428.401115
848,n_9900,n_9905,33.03123796,1026.154847
849,n_14032,n_26042,997.4845585,1885.223268
850,n_26274,n_26275,202.5217993,667.710175
851,n_29872,n_20897,55.84085822,1444.304053
852,n_28664,n_29962,162.4160461,578.3547451
853,n_23801,n_29000,653.0761241,7160.350162
854,n_7045,n_7046,129.1890027,2493.449939
855,n_23780,n_28945,25.33777972,863.4678126
856,n_6657,n_22544,5461.942691,5702.796243
857,n_10026,n_29228,24.60290834,847.0811178
858,n_6659,n_28502,395.8013882,1032.838928
859,n_7618,n_6897,25.29644596,862.5505637
860,n_17246,n_28842,34.14418756,209.5386267
861,n_9907,n_998,235.4101711,3685.114982
862,n_6655,n_22540,538.1587184,6312.704795
863,n_9457,n_28947,83.27817751,1873.521331
864,n_22539,n_22540,1178.661779,10516.40233
865,n_18694,n_28706,158.9020167,570.1775488
866,n_10022,n_28665,24.522349,845.2744268
867,n_29001,n_9881,106.3467879,2196.799356
868,n_340,n_6906,106.3777959,2197.21632
869,n_9946,n_23818,160.7432063,2874.651243
870,n_28114,n_28625,636.4914763,1407.161178
871,n_9833,n_23770,201.3007226,3328.098223
872,n_1517,n_20895,670.7031074,7285.578808
873,n_14029,n_26041,1415.600619,2367.757885
874,n_6707,n_28996,11.69186705,521.8975057
875,n_14510,n_26273,235.1289212,735.8598485
876,n_9874,n_23790,29.63392525,956.1534135
877,n_30061,n_9856,144.3470126,2680.200604
878,n_9952,n_29022,16.08392015,642.323713
879,n_9969,n_30975,790.2192158,8106.371478
880,n_9951,n_23816,25.30479326,862.7358431
881,n_28666,n_23768,221.1805956,3538.532062
882,n_6891,n_7559,406.7220532,5260.725478
883,n_31027,n_28663,6.196854862,3072.020531
884,n_2415,n_10054,1213.226029,10716.15242
885,n_10015,n_23847,47.11162738,1293.00207
886,n_9962,n_29011,1279.92377,11096.08245
887,n_15641,n_30940,202.2217247,29703.9692
888,n_30260,n_14492,910.375306,1776.345306
889,n_21118,n_21135,1553.580363,2515.550968
890,n_7599,n_22815,22807.22783,72359.91051
891,n_6982,n_6966,321.7545677,902.5545516
892,n_9914,n_29004,263.7724349,3968.379229
893,n_26271,n_28308,1007.884897,1897.996414
894,n_6651,n_22539,213.0998409,3453.825866
895,n_1069,n_8338,48.50154094,1317.709501
896,n_23824,n_29011,25.27072695,861.9795621
897,n_10041,n_23855,147.1297186,2713.724692
898,n_4472,n_6922,20.31232426,747.7291918
899,n_26272,n_28304,16267.97784,11605.21051
900,n_9852,n_28995,965.6585042,9236.617658
901,n_28704,n_7041,36.82342251,1101.386237
902,n_18277,n_18278,160.846134,574.7092478
903,n_1508,n_29226,558.1983998,1291.915883
904,n_26264,n_26265,477.9901057,1167.821794
905,n_18291,n_31014,312.7941868,886.1112769
906,n_8318,n_8330,14.98289097,613.3460478
907,n_6900,n_22591,34446.14103,94639.26038
908,n_29873,n_30304,278.2650357,4108.992965
909,n_22612,n_28662,2180.004723,15693.81804
910,n_4474,n_28504,62.23433093,13792.21847
911,n_17632,n_18703,929.4415729,1800.476472
912,n_6665,n_28998,56.90187426,1462.110585
913,n_9858,n_28998,31.19638216,988.6775619
914,n_4474,n_4507,86.29108803,17062.17578
915,n_7014,n_28710,88.88532387,390.6278793
916,n_6685,n_30940,179.1241665,616.4221562
917,n_7044,n_22609,584.2505765,1330.855531
918,n_9839,n_9853,52.9085856,1394.467342
919,n_22591,n_6897,70.44045822,1680.061026
920,n_9457,n_23582,393.3327352,5147.325625
921,n_6661,n_6907,106.6945928,2201.473855
922,n_6129,n_6133,122.8841268,482.3215042
923,n_9426,n_10045,54.04405893,1413.877373
924,n_27914,n_27915,401.6205636,5217.674719
925,n_9892,n_23801,5384.334816,28272.21226
926,n_6662,n_9414,150.6367043,2755.66092
927,n_7065,n_28663,8.854911006,435.5216388
928,n_23767,n_28991,21614.05867,69872.48212
929,n_1754,n_28766,25.48011373,173.18567
930,n_9873,n_31010,19.5192924,728.592896
931,n_23799,n_23801,452.2581776,5637.017562
932,n_28470,n_4472,22.95483572,809.6958624
933,n_15692,n_30941,22.3170016,158.8681368
934,n_275,n_6024,16.4082288,650.7257487
935,n_6701,n_19222,221.7868446,3544.843098
936,n_1924,n_28719,19.4112454,725.9648382
937,n_9913,n_9923,76.52874786,1773.220088
938,n_4452,n_9900,84.55203756,378.1226057
939,n_7602,n_22814,345.3447415,4729.284347
940,n_7066,n_28718,150.0237583,2748.356143
941,n_14488,n_29293,213.5145011,691.0859905
942,n_10029,n_23786,21.28486668,770.844896
943,n_322,n_6891,7.277020255,3410.769452
944,n_28670,n_28671,32.45689179,1014.503694
945,n_24341,n_30087,773.2252135,1597.210211
946,n_30950,n_6940,1135.039476,2050.628582
947,n_9846,n_28995,188.8787142,3192.919487
948,n_9969,n_23825,29.49878344,953.3125177
949,n_14006,n_28625,173.3261767,603.3584978
950,n_6953,n_18694,96.05455076,410.8601777
951,n_9951,n_13478,14.82073105,609.0163465
952,n_22542,n_22543,247.7868839,3810.112556
953,n_2042,n_20311,1660.12517,2626.555308
954,n_326,n_30944,136.4536492,2583.85512
955,n_6178,n_23861,5785.568068,29626.48129
956,n_20311,n_23859,231.058849,3640.627449
957,n_18285,n_6705,294.2604797,4261.252951
958,n_23842,n_30522,370.3883011,4949.811949
959,n_18269,n_18270,238.5673926,742.8475289
960,n_28502,n_28664,35.34260236,1072.346559
961,n_10048,n_22426,41.01051256,1181.374511
962,n_6673,n_28699,208.4303051,680.3280698
963,n_14001,n_14722,247.2165451,760.2708534
964,n_10014,n_29255,45.40603947,252.2643239
965,n_3861,n_21135,3491.07474,4261.291775
966,n_30640,n_14366,294.11634,851.2964766
967,n_9505,n_28953,32.29979046,1011.304247
968,n_4459,n_28502,52.66886034,1390.350911
969,n_9487,n_31010,6381.678865,31579.51624
970,n_3088,n_10123,42.72421735,1213.28177
971,n_6673,n_6940,129.3895715,498.7940855
972,n_9484,n_9873,190.2082316,3207.532772
973,n_28303,n_28779,880.1763826,1737.759812
974,n_1850,n_1851,200.8940248,664.21151
975,n_13300,n_18294,49.76424035,267.7737996
976,n_9484,n_23600,21.75825161,781.9627106
977,n_9955,n_30062,34.82619626,1062.120172
978,n_14528,n_28779,211.806735,687.4825113
979,n_15824,n_15825,237.5003179,740.6827979
980,n_218,n_1586,863.4299269,1716.163685
981,n_6663,n_6677,220.9637198,3536.272925
982,n_6713,n_8338,23.3304633,7281.79907
983,n_9901,n_9904,92.6364525,2008.019149
984,n_322,n_22816,132.4041366,2533.673998
985,n_17891,n_13988,703.6382575,1502.101762
986,n_7065,n_7067,182.4251422,3121.468513
987,n_9821,n_9840,20.04482158,741.3038436
988,n_28673,n_30401,7106.746829,33871.19683
989,n_7559,n_18705,63.88051007,1576.476986
990,n_28470,n_28471,57.88959977,1478.58324
991,n_2418,n_23899,81.67038642,369.6825309
992,n_18296,n_18299,67.27541655,325.8437392
993,n_14194,n_18690,229.2855791,723.9025817
994,n_9937,n_29007,30.40984954,972.3779758
995,n_30942,n_30943,784.2148029,8066.219413
996,n_18693,n_18868,61.6300521,307.7724966
997,n_1517,n_20882,317.5998788,4478.338493
998,n_3498,n_20883,29181.20227,84952.27111
999,n_9441,n_9439,15.73064608,633.1036737
1000,n_14029,n_14034,850.0297369,1698.777416
1001,n_10052,n_23858,133.194978,2543.515647
1002,n_16289,n_18700,121.502688,478.784717
1003,n_322,n_19224,61.89192597,1544.352926
1004,n_23819,n_30398,41.98479317,1199.570361
1005,n_6687,n_28669,13.86989577,583.2872381
1006,n_9907,n_9909,46.52417187,1282.483024
1007,n_9825,n_23768,799.0432178,8165.185741
1008,n_18708,n_18709,209.0920857,681.7335094
1009,n_19163,n_30205,531.2054038,1250.894678
1010,n_6941,n_6939,187.7860884,3180.883084
1011,n_6398,n_22421,5313.061094,5601.113053
1012,n_9418,n_17163,57.84368713,1477.819723
1013,n_10047,n_30493,60.64589651,1524.040639
1014,n_10016,n_23850,13.67126906,577.8357023
1015,n_18282,n_18284,110.4877353,450.0619817
1016,n_328,n_19230,2450.572275,16935.81012
1017,n_26264,n_28297,1288.754512,2227.386929
1018,n_9913,n_9920,138.5921069,2610.144701
1019,n_1998,n_20106,55.98299066,1446.696201
1020,n_6407,n_30949,27.90739065,919.5091238
1021,n_326,n_1517,43.72288682,1231.669736
1022,n_9930,n_23809,27.42314402,909.0905623
1023,n_9835,n_23769,1049.280295,9749.743734
1024,n_9970,n_9971,43.69395732,1231.139148
1025,n_14575,n_14576,95.27223788,2045.03115
1026,n_30976,n_30975,16.84161321,661.8637635
1027,n_6889,n_22589,15029.60143,55155.09308
1028,n_9952,n_29009,9.547022365,457.3901965
1029,n_23822,n_9958,122.1356606,2403.960244
1030,n_19358,n_22602,931.1647993,1802.648915
1031,n_14002,n_28275,281.1268332,826.6282913
1032,n_7588,n_22813,7832.049414,36083.25609
1033,n_4478,n_4484,19.1110244,718.6355302
1034,n_9937,n_9938,29.09627368,944.8240791
1035,n_1081,n_8341,158.7237784,569.7611133
1036,n_6966,n_6969,159.2915454,571.0870757
1037,n_14045,n_28625,170.85681,597.7484938
1038,n_23799,n_23800,4230.954783,24165.96883
1039,n_28953,n_28955,45.927367,1271.748988
1040,n_9911,n_9912,34.80789603,1061.756805
1041,n_322,n_334,71.10847175,1690.416093
1042,n_6695,n_19222,4547.756779,25329.04524
1043,n_14034,n_26042,473.8047497,1161.154697
1044,n_22541,n_22542,69.22745392,1661.16983
1045,n_6707,n_23818,10.58673764,489.2298901
1046,n_13843,n_25970,606.2513498,1363.269715
1047,n_9995,n_23846,135.4419,2571.366907
1048,n_9457,n_23583,203.1141048,3347.58503
1049,n_6892,n_22590,367.7759973,984.6222577
1050,n_28711,n_1572,6.258396554,3091.847361
1051,n_7720,n_30912,102.9165772,2150.407546
1052,n_3493,n_20881,1530.190755,2490.83085
1053,n_6971,n_6978,132.2199483,505.8703243
1054,n_15622,n_18690,148.6404915,545.9289697
1055,n_10875,n_23849,452.2770633,1126.531236
1056,n_23803,n_23805,16.92803955,664.0729065
1057,n_28667,n_6682,41.11505093,1183.33406
1058,n_9505,n_9507,170.5384479,597.0231735
1059,n_17890,n_21770,34003.93057,18754.27694
1060,n_9981,n_9983,66.5115773,1618.448673
1061,n_4474,n_30343,716.4219028,7605.149356
1062,n_28501,n_28664,41.63544978,1193.063078
1063,n_6675,n_22537,365.6329348,980.8833509
1064,n_23598,n_23599,3458.520392,21193.87823
1065,n_4474,n_4478,10.87026601,497.7200946
1066,n_6991,n_19358,931.5842838,1803.177539
1067,n_18865,n_18866,136.1083346,2579.59648
1068,n_14000,n_14002,761.3406025,1581.185382
1069,n_28945,n_9477,90.0702918,1971.630033
1070,n_2411,n_2412,329.1355964,915.9798025
1071,n_14570,n_26304,5371.794284,5641.343947
1072,n_30066,n_30067,129.6265396,499.3885887
1073,n_9506,n_28954,66.19930942,1613.497975
1074,n_6685,n_28702,58.47247516,1488.258032
1075,n_29006,n_29007,44.24056331,1241.143694
1076,n_10038,n_10039,115.2602222,2314.974154
1077,n_9829,n_9831,110.3140289,2249.807907
1078,n_23596,n_28951,1130.648207,10235.4991
1079,n_4472,n_28471,46.76290783,1286.763417
1080,n_27922,n_27919,710.0715116,7561.195772
1081,n_18298,n_18299,78.68622581,360.8319046
1082,n_18691,n_14194,324.6542398,907.8414121
1083,n_14626,n_15689,108.1891416,443.9442546
1084,n_30897,n_275,12.42472996,4831.715916
1085,n_9902,n_23804,4799.99633,5242.792828
1086,n_9913,n_9916,41.38527308,1188.391277
1087,n_6679,n_23782,22.96918174,810.0252541
1088,n_29559,n_20980,14.74801866,607.0695472
1089,n_23854,n_30401,21.41079571,773.8107892
1090,n_9887,n_18698,350.448812,4774.670787
1091,n_23848,n_6692,21.55731282,777.2539237
1092,n_6670,n_22541,821.502462,8313.869379
1093,n_1258,n_4481,54.11998479,1415.170163
1094,n_333,n_19233,308.199075,4391.592345
1095,n_14510,n_26275,344.1973381,943.053985
1096,n_324,n_19233,370.5288235,4951.034394
1097,n_22426,n_22427,2636.049688,17759.61765
1098,n_22421,n_22422,425.9654416,1083.421825
1099,n_18990,n_28220,112.5678984,455.5601683
1100,n_6905,n_22592,1075.076592,9905.123076
1101,n_14502,n_28299,3709.757611,4433.215166
1102,n_28502,n_30890,211.4495855,686.7276263
1103,n_20153,n_30301,1702.551065,2670.060259
1104,n_23847,n_28670,591.090011,6710.259718
1105,n_23785,n_9862,83.11443123,1871.122338
1106,n_9458,n_23585,3405.90042,20983.39809
1107,n_2042,n_2416,341.4711071,4694.682784
1108,n_6400,n_18992,46.35774826,255.6939816
1109,n_3497,n_20882,333.4544742,923.7866052
1110,n_26292,n_2106,5357.655565,5631.673335
1111,n_4491,n_28506,123.1858698,483.0921823
1112,n_7591,n_19221,6777.556351,32841.38282
1113,n_14573,n_14574,1102.595025,10069.44786
1114,n_28697,n_6669,78.06724561,1796.346238
1115,n_207,n_30205,456.735391,1133.748079
1116,n_23773,n_9836,56.81149865,1460.598395
1117,n_9842,n_9856,11.2886687,510.1092968
1118,n_29630,n_30522,131.0935159,2517.318639
1119,n_18270,n_30852,875.1754512,1731.325777
1120,n_7798,n_13721,58.50481946,297.5203164
1121,n_9837,n_23771,290.3474576,4224.277684
1122,n_18303,n_30975,154.9471529,560.8986457
1123,n_18285,n_23853,22.70546346,803.9586173
1124,n_6406,n_18990,169.4371819,594.5105198
1125,n_7555,n_22779,1898.003978,14340.49845
1126,n_1063,n_1069,61.5352295,307.4641446
1127,n_18689,n_28669,37910.84921,100732.0958
1128,n_10047,n_10045,58.84409119,1494.408691
1129,n_7701,n_22868,834.297017,1678.242199
1130,n_9909,n_9906,34.18050229,1049.258721
1131,n_6897,n_7619,18.91642599,713.8633205
1132,n_23779,n_28947,179.3143975,3086.713298
1133,n_17955,n_18292,3508.638267,4275.235997
1134,n_7590,n_22813,145.8047226,2697.789927
1135,n_9838,n_23773,14243.35075,53259.16399
1136,n_9508,n_23787,1244.826592,10897.04361
1137,n_23797,n_23799,56.11465011,1448.910193
1138,n_1048,n_1061,474.6246057,5816.970151
1139,n_25970,n_14783,769.8507853,1592.669033
1140,n_6916,n_6969,394.3208691,1030.322212
1141,n_6901,n_6906,32.83699774,1022.222473
1142,n_3,n_18308,144.3843006,535.7008926
1143,n_6698,n_22546,4091.078331,23642.81737
1144,n_6697,n_6703,49.65242791,1337.981417
1145,n_13964,n_14034,214.042007,692.1970209
1146,n_18710,n_6692,100.3116378,2114.815735
1147,n_23777,n_9852,40.6370758,1174.360235
1148,n_1517,n_20883,139.0209015,522.660901
1149,n_6403,n_18867,218.122106,700.7584775
1150,n_9891,n_23800,18.52463393,704.2029418
1151,n_23771,n_28993,40.48465335,1171.49082
1152,n_10014,n_14521,105.4199174,436.5133462
1153,n_340,n_6907,34.89101757,1063.406718
1154,n_8330,n_28300,17.78011997,685.6465643
1155,n_22548,n_22818,98.56492452,2090.769236
1156,n_23823,n_9959,290.664042,4227.275619
1157,n_14503,n_14505,30994.502,17656.36031
1158,n_4477,n_30852,2413.001273,16766.32146
1159,n_9834,n_28666,55.53105987,1439.082641
1160,n_1837,n_22549,6476.661868,31884.70989
1161,n_23783,n_28652,40.72810544,1176.072114
1162,n_29872,n_29874,16214.29648,57947.73861
