Plant_id,Plant nameplate capacity (MW),Plant primary fuel category,Long,Lat,geometry,Color,eGRID_BA,index_right,BA_ID,nearest_node,near_st_2,changes?,Assume_BA,distance_to_nearest_node,distance_2
PP_56546,2.2,OIL,-80.856916,35.483274,POINT (-80.856916 35.483274),darkviolet,DUK,130,DUK,n_21285,n_21285,No,DUK,0.033024966,0.033024966
PP_59663,5,SOLAR,-78.626111,36.366944,POINT (-78.626111 36.366944),yellow,CPLE,342,Overlapping,n_30421,n_30421,No,CPLE,0.015224411,0.015224411
PP_60965,5,SOLAR,-79.198481,35.528489,POINT (-79.198481 35.528489),yellow,CPLE,625,CPLE,n_29017,n_29017,No,CPLE,0.035732768,0.035732768
PP_61658,1.9,SOLAR,-79.180654,35.462405,POINT (-79.180654 35.462405),yellow,CPLE,625,CPLE,n_9995,n_9995,No,CPLE,0.002437632,0.002437632
PP_60199,2,SOLAR,-81.508684,35.263255,POINT (-81.508684 35.263255),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.035864506,0.035864506
PP_62167,4.9,SOLAR,-79.722852,34.925452,POINT (-79.722852 34.925452),yellow,CPLE,619,CPLE,n_23792,n_23792,No,CPLE,0.014007398,0.014007398
PP_2722,350,HYDRO,-80.9588,35.4346,POINT (-80.9588 35.4346),royalblue,DUK,862,DUK,n_6646,n_6646,No,DUK,0.008468517,0.008468517
PP_10379,67.5,BIOMASS,-78.9619,36.435,POINT (-78.9619 36.435),forestgreen,CPLE,524,CPLE,n_6670,n_6670,No,CPLE,0.001603277,0.001603277
PP_10378,135,BIOMASS,-78.011824,33.944384,POINT (-78.011824 33.944384),forestgreen,CPLE,136,CPLE,n_6671,n_6671,No,CPLE,0.001191792,0.001191792
PP_10525,50,BIOMASS,-77.167883,35.130193,POINT (-77.167883 35.130193),forestgreen,CPLE,271,CPLE,n_9483,n_9483,No,CPLE,0.001801638,0.001801638
PP_60635,5,SOLAR,-78.60434,35.72196,POINT (-78.60434 35.72196),yellow,DUK,192,Overlapping,n_6700,n_6700,No,DUK,0.035632585,0.035632585
PP_59914,5,SOLAR,-78.584212,36.353533,POINT (-78.584212 36.353533),yellow,CPLE,538,Overlapping,n_29262,n_29262,No,CPLE,0.005056282,0.005056282
PP_59561,5,SOLAR,-77.5525,35.230833,POINT (-77.5525 35.230833),yellow,CPLE,564,CPLE,n_23782,n_23782,No,CPLE,0.110001145,0.110001145
PP_62678,70.1,SOLAR,-77.977497,34.67704,POINT (-77.977497 34.67704),yellow,DUK,179,CPLE,n_9418,n_9418,No,DUK,0.045895247,0.045895247
PP_65584,1.9,SOLAR,-77.543559,34.69193,POINT (-77.543559 34.69193),yellow,CPLE,865,CPLE,n_23772,n_23772,No,CPLE,0.070215726,0.070215726
PP_57687,1,SOLAR,-84.166197,34.989539,POINT (-84.166197 34.989539),yellow,DUK,372,DUK,n_1081,n_1063,Yes,DUK,0.880654902,0.130642448
PP_63346,2,SOLAR,-78.610091,35.330022,POINT (-78.610091 35.330022),yellow,CPLE,611,CPLE,n_9877,n_9877,No,CPLE,0.012274756,0.012274756
PP_60403,5.2,SOLAR,-78.633283,36.289625,POINT (-78.633283 36.289625),yellow,DUK,5,Overlapping,n_10707,n_10707,No,DUK,0.019544986,0.019544986
PP_2723,697.9,GAS,-79.7208,36.4862,POINT (-79.7208 36.4862),red,DUK,327,DUK,n_7014,n_7014,No,DUK,0.124334174,0.124334174
PP_59126,5,SOLAR,-80.553611,35.848889,POINT (-80.553611 35.848889),yellow,DUK,231,DUK,n_4473,n_4473,No,DUK,0.134662687,0.134662687
PP_57436,1.6,BIOMASS,-80.183458,35.841299,POINT (-80.183458 35.841299),forestgreen,DUK,29,DUK,n_30941,n_30941,No,DUK,0.100637248,0.100637248
PP_60179,5,SOLAR,-77.202453,35.035589,POINT (-77.202453 35.035589),yellow,DUK,313,CPLE,n_9479,n_9479,No,DUK,0.022626367,0.022626367
PP_59117,23.1,SOLAR,-78.843611,34.834444,POINT (-78.843611 34.834444),yellow,DUK,656,CPLE,n_1924,n_1924,No,DUK,0.076089384,0.076089384
PP_57334,1.9,SOLAR,-80.9967,35.2458,POINT (-80.9967 35.2458),yellow,DUK,393,DUK,n_6680,n_6680,No,DUK,0.015230532,0.015230532
PP_57336,1,SOLAR,-80.9967,35.3261,POINT (-80.9967 35.3261),yellow,DUK,14,DUK,n_30415,n_30415,No,DUK,0.005570553,0.005570553
PP_57335,1.3,SOLAR,-79.9692,36.1053,POINT (-79.9692 36.1053),yellow,DUK,166,DUK,n_7041,n_7041,No,DUK,0.09783941,0.09783941
PP_61403,5,SOLAR,-79.199375,34.670842,POINT (-79.199375 34.670842),yellow,CPLE,877,CPLE,n_23777,n_23777,No,CPLE,0.064578868,0.064578868
PP_61088,5,SOLAR,-78.20905,34.318997,POINT (-78.20905 34.318997),yellow,CPLE,586,CPLE,n_30413,n_30413,No,CPLE,0.016689668,0.016689668
PP_58874,5,SOLAR,-78.348333,36.27,POINT (-78.348333 36.27),yellow,CPLE,23,CPLE,n_9859,n_9859,No,CPLE,0.045074024,0.045074024
PP_58952,4.8,SOLAR,-78.835833,34.302778,POINT (-78.835833 34.302778),yellow,CPLE,581,CPLE,n_9821,n_9821,No,CPLE,0.041531503,0.041531503
PP_58346,5,SOLAR,-79.528056,36.471667,POINT (-79.528056 36.471667),yellow,DUK,348,DUK,n_28710,n_28710,No,DUK,0.134557347,0.134557347
PP_58453,4,SOLAR,-81.410833,35.199167,POINT (-81.410833 35.199167),yellow,DUK,268,DUK,n_29803,n_29803,No,DUK,0.033045239,0.033045239
PP_58844,20,SOLAR,-77.409167,36.125,POINT (-77.409167 36.125),yellow,PJM,460,CPLE,n_18697,n_18697,No,CPLE,0.149887803,0.149887803
PP_59102,5,SOLAR,-81.416111,35.758056,POINT (-81.416111 35.758056),yellow,DUK,240,DUK,n_14258,n_14258,No,DUK,0.018239962,0.018239962
PP_56548,2.2,OIL,-81.6072,35.7481,POINT (-81.6072 35.7481),darkviolet,DUK,645,DUK,n_30212,n_30212,No,DUK,0.036723658,0.036723658
PP_54887,9.2,GAS,-77.35744,35.665961,POINT (-77.35744 35.665961),red,CPLE,578,CPLE,n_9508,n_9508,No,CPLE,0.040940866,0.040940866
PP_59376,2,SOLAR,-78.548611,35.475,POINT (-78.548611 35.475),yellow,CPLE,159,CPLE,n_6901,n_6901,No,CPLE,0.07922778,0.07922778
PP_60599,5,SOLAR,-77.980388,34.960083,POINT (-77.980388 34.960083),yellow,DUK,670,CPLE,n_9871,n_9871,No,DUK,0.074945445,0.074945445
PP_58879,5,SOLAR,-78.078333,35.011944,POINT (-78.078333 35.011944),yellow,DUK,672,CPLE,n_9870,n_9870,No,DUK,0.013364213,0.013364213
PP_60131,3.5,SOLAR,-78.848475,36.004941,POINT (-78.848475 36.004941),yellow,DUK,117,Overlapping,n_3484,n_3484,No,DUK,0.022502931,0.022502931
PP_60161,4,SOLAR,-78.155087,36.458327,POINT (-78.155087 36.458327),yellow,CPLE,763,CPLE,n_16911,n_16911,No,CPLE,0.04972281,0.04972281
PP_59189,2,SOLAR,-77.85,35.441667,POINT (-77.85 35.441667),yellow,CPLE,239,CPLE,n_23600,n_23600,No,CPLE,0.218132218,0.218132218
PP_59562,5,SOLAR,-79.463056,34.742222,POINT (-79.463056 34.742222),yellow,CPLE,229,CPLE,n_29001,n_29001,No,CPLE,0.026171413,0.026171413
PP_57606,5.4,OIL,-79.9089,35.9428,POINT (-79.9089 35.9428),darkviolet,DUK,834,DUK,n_7031,n_7031,No,DUK,0.107978384,0.107978384
PP_59778,47.7,SOLAR,-79.636372,35.148503,POINT (-79.636372 35.148503),yellow,DUK,576,CPLE,n_29016,n_29016,No,DUK,0.127741442,0.127741442
PP_59042,2,SOLAR,-79.73,35.1,POINT (-79.73 35.1),yellow,DUK,576,CPLE,n_29019,n_29019,No,DUK,0.048609207,0.048609207
PP_58725,5,SOLAR,-79.3325,36.131111,POINT (-79.3325 36.131111),yellow,DUK,101,DUK,n_10058,n_10058,No,DUK,0.277322636,0.277322636
PP_59164,40,SOLAR,-77.846944,35.781111,POINT (-77.846944 35.781111),yellow,CPLE,758,CPLE,n_28954,n_28954,No,CPLE,0.015182072,0.015182072
PP_60136,5,SOLAR,-79.189525,35.453828,POINT (-79.189525 35.453828),yellow,DUK,625,CPLE,n_9995,n_9995,No,DUK,0.01060223,0.01060223
PP_62662,5,SOLAR,-78.721683,35.421964,POINT (-78.721683 35.421964),yellow,CPLE,613,CPLE,n_22591,n_22591,No,CPLE,0.014372516,0.014372516
PP_63733,5,SOLAR,-78.08025,35.16513,POINT (-78.08025 35.16513),yellow,CPLE,669,CPLE,n_9876,n_9876,No,CPLE,0.036481112,0.036481112
PP_58859,5,SOLAR,-78.661389,35.333333,POINT (-78.661389 35.333333),yellow,CPLE,608,CPLE,n_6897,n_6897,No,CPLE,0.004738621,0.004738621
PP_64363,5,SOLAR,-78.921771,36.486008,POINT (-78.921771 36.486008),yellow,CPLE,525,CPLE,n_7559,n_7559,No,CPLE,0.00943249,0.00943249
PP_63732,2.8,SOLAR,-78.71433,35.41424,POINT (-78.71433 35.41424),yellow,CPLE,613,CPLE,n_22591,n_22591,No,CPLE,0.003836582,0.003836582
PP_62996,2,SOLAR,-78.409231,35.416104,POINT (-78.409231 35.416104),yellow,CPLE,414,CPLE,n_6906,n_6906,No,CPLE,0.093114298,0.093114298
PP_63377,5,SOLAR,-79.673277,34.879581,POINT (-79.673277 34.879581),yellow,CPLE,618,CPLE,n_9886,n_9886,No,CPLE,0.033032448,0.033032448
PP_59956,1.8,SOLAR,-78.2898,35.5262,POINT (-78.2898 35.5262),yellow,CPLE,416,CPLE,n_340,n_340,No,CPLE,0.006290665,0.006290665
PP_59955,1.8,SOLAR,-78.319751,35.48835,POINT (-78.319751 35.48835),yellow,CPLE,61,CPLE,n_6906,n_6906,No,CPLE,0.022235447,0.022235447
PP_60400,4.9,SOLAR,-77.4549,35.370441,POINT (-77.4549 35.370441),yellow,DUK,106,CPLE,n_6679,n_6679,No,DUK,0.015261086,0.015261086
PP_59406,2,SOLAR,-79.493889,36.098889,POINT (-79.493889 36.098889),yellow,DUK,102,DUK,n_1575,n_1575,No,DUK,0.20942095,0.20942095
PP_59052,4,SOLAR,-79.13,34.52,POINT (-79.13 34.52),yellow,DUK,839,CPLE,n_23776,n_23776,No,DUK,0.069959441,0.069959441
PP_59333,2,SOLAR,-78.116111,35.069722,POINT (-78.116111 35.069722),yellow,CPLE,669,CPLE,n_9870,n_9870,No,CPLE,0.0658267,0.0658267
PP_54895,31.4,HYDRO,-80.0753,35.3944,POINT (-80.0753 35.3944),royalblue,YAD,258,Overlapping,n_15692,n_15692,No,DUK,0.04752648,0.04752648
PP_58318,1,SOLAR,-79.025,35.832778,POINT (-79.025 35.832778),yellow,CPLE,601,Overlapping,n_10015,n_10015,No,CPLE,0.063469308,0.063469308
PP_62798,100,SOLAR,-77.696443,36.003272,POINT (-77.696443 36.003272),yellow,PJM,686,CPLE,n_6651,n_6651,No,CPLE,0.030749589,0.030749589
PP_61089,5,SOLAR,-80.03465,35.24125,POINT (-80.03465 35.24125),yellow,DUK,680,CPLE,n_15691,n_15691,No,DUK,0.043616489,0.043616489
PP_59951,20,SOLAR,-78.033704,36.515544,POINT (-78.033704 36.515544),yellow,PJM,632,CPLE,n_6400,n_6400,No,CPLE,0.011543965,0.011543965
PP_58726,5,SOLAR,-81.229444,35.758056,POINT (-81.229444 35.758056),yellow,DUK,35,DUK,n_15622,n_15622,No,DUK,0.102421051,0.102421051
PP_64527,5,SOLAR,-79.0323,35.588,POINT (-79.0323 35.588),yellow,CPLE,635,Overlapping,n_6650,n_6650,No,CPLE,0.007283159,0.007283159
PP_58808,5,SOLAR,-77.383889,35.668889,POINT (-77.383889 35.668889),yellow,CPLE,90,CPLE,n_9508,n_9508,No,CPLE,0.046822617,0.046822617
PP_60370,5.2,SOLAR,-79.55308,35.40274,POINT (-79.55308 35.40274),yellow,CPLE,615,CPLE,n_9994,n_9994,No,CPLE,0.154987745,0.154987745
PP_62487,4.3,SOLAR,-78.603088,35.41218,POINT (-78.603088 35.41218),yellow,CPLE,642,CPLE,n_6901,n_6901,No,CPLE,0.059487023,0.059487023
PP_60147,6.5,SOLAR,-79.135875,34.509128,POINT (-79.135875 34.509128),yellow,DUK,839,CPLE,n_23776,n_23776,No,DUK,0.082305214,0.082305214
PP_59552,2,SOLAR,-78.97,34.6,POINT (-78.97 34.6),yellow,CPLE,880,CPLE,n_28662,n_28662,No,CPLE,0.01224168,0.01224168
PP_59551,4.3,SOLAR,-78.94,34.581944,POINT (-78.94 34.581944),yellow,CPLE,880,CPLE,n_22612,n_22612,No,CPLE,0.031151212,0.031151212
PP_59646,4.8,SOLAR,-77.821944,35.016111,POINT (-77.821944 35.016111),yellow,CPLE,675,CPLE,n_16404,n_16404,No,CPLE,0.042052095,0.042052095
PP_2779,254.7,HYDRO,-83.805,35.4507,POINT (-83.805 35.4507),royalblue,TVA,301,DUK,n_7798,n_1063,Yes,DUK,0.714305743,0.458281671
PP_60624,50.2,SOLAR,-78.273106,36.126912,POINT (-78.273106 36.126912),yellow,DUK,775,CPLE,n_9859,n_9859,No,DUK,0.194382483,0.194382483
PP_59563,5,SOLAR,-79.551944,35.220556,POINT (-79.551944 35.220556),yellow,CPLE,605,CPLE,n_29016,n_29016,No,CPLE,0.021567798,0.021567798
PP_2745,1,HYDRO,-83.3708,35.2194,POINT (-83.3708 35.2194),royalblue,DUK,690,DUK,n_13721,n_13721,No,DUK,0.242564347,0.242564347
PP_59579,2,SOLAR,-78.1525,36.126944,POINT (-78.1525 36.126944),yellow,CPLE,773,CPLE,n_9858,n_9858,No,CPLE,0.145360231,0.145360231
PP_58802,2,SOLAR,-78.167778,36.0975,POINT (-78.167778 36.0975),yellow,CPLE,773,CPLE,n_9858,n_9858,No,CPLE,0.152618143,0.152618143
PP_59708,5,SOLAR,-78.35,36.08,POINT (-78.35 36.08),yellow,CPLE,406,CPLE,n_9859,n_9859,No,CPLE,0.204959515,0.204959515
PP_59912,5,SOLAR,-80.997219,35.427587,POINT (-80.997219 35.427587),yellow,DUK,862,DUK,n_4099,n_4099,No,DUK,0.036629122,0.036629122
PP_63693,2,SOLAR,-77.76236,34.96885,POINT (-77.76236 34.96885),yellow,CPLE,675,CPLE,n_16404,n_16404,No,CPLE,0.116698668,0.116698668
PP_59103,5,SOLAR,-77.969167,35.531944,POINT (-77.969167 35.531944),yellow,CPLE,810,CPLE,n_6907,n_6907,No,CPLE,0.170020152,0.170020152
PP_58331,5,SOLAR,-78.710261,35.564354,POINT (-78.710261 35.564354),yellow,CPLE,190,Overlapping,n_22592,n_22592,No,CPLE,0.061551171,0.061551171
PP_2718,1148.4,COAL,-81.0122,35.1897,POINT (-81.0122 35.1897),grey,DUK,110,DUK,n_28502,n_28502,No,DUK,0.001204124,0.001204124
PP_60633,2,SOLAR,-78.653,34.499,POINT (-78.653 34.499),yellow,DUK,654,CPLE,n_9820,n_9820,No,DUK,0.126687011,0.126687011
PP_61127,3,SOLAR,-81.817362,35.348375,POINT (-81.817362 35.348375),yellow,DUK,510,DUK,n_15511,n_15511,No,DUK,0.041867324,0.041867324
PP_58866,5,SOLAR,-78.793056,34.325278,POINT (-78.793056 34.325278),yellow,CPLE,581,CPLE,n_9821,n_9821,No,CPLE,0.029117422,0.029117422
PP_61758,4.2,BIOMASS,-81.172,35.3857,POINT (-81.172 35.3857),forestgreen,DUK,109,DUK,n_4517,n_4517,No,DUK,0.121050981,0.121050981
PP_57629,1.8,OIL,-81.1383,35.2747,POINT (-81.1383 35.2747),darkviolet,DUK,112,DUK,n_4475,n_4475,No,DUK,0.072506727,0.072506727
PP_62669,25,SOLAR,-81.1343,35.3224,POINT (-81.1343 35.3224),yellow,DUK,109,DUK,n_4517,n_4517,No,DUK,0.107321657,0.107321657
PP_56954,11.8,OIL,-81.2092,35.3017,POINT (-81.2092 35.3017),darkviolet,DUK,109,DUK,n_4517,n_4517,No,DUK,0.031638745,0.031638745
PP_60359,4.3,SOLAR,-81.189078,35.229033,POINT (-81.189078 35.229033),yellow,DUK,112,DUK,n_4475,n_4475,No,DUK,0.00508302,0.00508302
PP_56262,5.4,OIL,-81.205219,35.28914,POINT (-81.205219 35.28914),darkviolet,DUK,112,DUK,n_4517,n_4517,No,DUK,0.029307397,0.029307397
PP_60480,1.5,SOLAR,-80.25463,36.24634,POINT (-80.25463 36.24634),yellow,DUK,547,DUK,n_6972,n_6972,No,DUK,0.048306471,0.048306471
PP_65505,3.5,SOLAR,-80.013247,35.198537,POINT (-80.013247 35.198537),yellow,CPLE,10,CPLE,n_15691,n_15691,No,CPLE,0.049801114,0.049801114
PP_65506,5,SOLAR,-79.557136,35.213491,POINT (-79.557136 35.213491),yellow,CPLE,605,CPLE,n_29016,n_29016,No,CPLE,0.027484627,0.027484627
PP_58957,4.8,SOLAR,-79.014444,34.309722,POINT (-79.014444 34.309722),yellow,CPLE,736,CPLE,n_9841,n_9841,No,CPLE,0.043882051,0.043882051
PP_56549,2.2,OIL,-81.3928,35.7811,POINT (-81.3928 35.7811),darkviolet,DUK,40,DUK,n_18690,n_18690,No,DUK,0.028020509,0.028020509
PP_58487,2.5,SOLAR,-78.593889,36.411667,POINT (-78.593889 36.411667),yellow,CPLE,342,Overlapping,n_29262,n_29262,No,CPLE,0.059919905,0.059919905
PP_64450,15,SOLAR,-77.897552,36.23891,POINT (-77.897552 36.23891),yellow,PJM,464,CPLE,n_6403,n_6403,No,CPLE,0.197243825,0.197243825
PP_60181,5,SOLAR,-77.1182,35.16922,POINT (-77.1182 35.16922),yellow,DUK,271,CPLE,n_9867,n_9867,No,DUK,0.016055554,0.016055554
PP_55599,5.3,BIOMASS,-80.668024,35.353269,POINT (-80.668024 35.353269),forestgreen,DUK,85,DUK,n_4472,n_4472,No,DUK,0.047173305,0.047173305
PP_2709,2047.7,GAS,-78.089444,35.373611,POINT (-78.089444 35.373611),red,DUK,803,CPLE,n_6661,n_6661,No,DUK,0.006463551,0.006463551
PP_58943,20,SOLAR,-77.711389,36.441944,POINT (-77.711389 36.441944),yellow,PJM,2,CPLE,n_10054,n_10054,No,CPLE,0.05162059,0.05162059
PP_61877,4.9,SOLAR,-77.213772,34.800947,POINT (-77.213772 34.800947),yellow,DUK,319,CPLE,n_9454,n_9454,No,DUK,0.016127351,0.016127351
PP_59512,4,SOLAR,-78.5108,35.3965,POINT (-78.5108 35.3965),yellow,CPLE,376,CPLE,n_6901,n_6901,No,CPLE,0.035101811,0.035101811
PP_59337,5,SOLAR,-78.100833,35.211944,POINT (-78.100833 35.211944),yellow,CPLE,803,CPLE,n_18868,n_18868,No,CPLE,0.019919832,0.019919832
PP_6015,950.9,NUCLEAR,-78.9556,35.6334,POINT (-78.9556 35.6334),cyan,CPLE,304,Overlapping,n_319,n_319,No,CPLE,0.003894054,0.003894054
PP_63975,5,SOLAR,-78.524535,34.984262,POINT (-78.524535 34.984262),yellow,CPLE,858,CPLE,n_13956,n_13956,No,CPLE,0.183082806,0.183082806
PP_64144,80,SOLAR,-77.64,35.9,POINT (-77.64 35.9),yellow,PJM,403,CPLE,n_6663,n_6663,No,CPLE,0.065850828,0.065850828
PP_63299,2,SOLAR,-77.784167,34.90389,POINT (-77.784167 34.90389),yellow,CPLE,59,CPLE,n_16404,n_16404,No,CPLE,0.159470569,0.159470569
PP_10258,1.5,HYDRO,-79.3244,35.9483,POINT (-79.3244 35.9483),royalblue,DUK,71,DUK,n_1851,n_1851,No,DUK,0.231684779,0.231684779
PP_62951,65,SOLAR,-78.105,36.533,POINT (-78.105 36.533),yellow,PJM,763,CPLE,n_6400,n_6400,No,CPLE,0.063659999,0.063659999
PP_63974,3,SOLAR,-80.737407,36.388216,POINT (-80.737407 36.388216),yellow,DUK,72,DUK,n_29661,n_29661,No,DUK,0.113187796,0.113187796
PP_58332,5,SOLAR,-81.235278,35.525833,POINT (-81.235278 35.525833),yellow,DUK,863,DUK,n_15630,n_15630,No,DUK,0.092302954,0.092302954
PP_61255,4.9,SOLAR,-79.915,35.343,POINT (-79.915 35.343),yellow,CPLE,682,CPLE,n_29983,n_29983,No,CPLE,0.020705915,0.020705915
PP_60121,1.9,SOLAR,-78.59453,35.560002,POINT (-78.59453 35.560002),yellow,DUK,379,CPLE,n_7618,n_7618,No,DUK,0.054037083,0.054037083
PP_62539,2,SOLAR,-79.419519,35.13432,POINT (-79.419519 35.13432),yellow,CPLE,593,CPLE,n_29016,n_29016,No,CPLE,0.140005742,0.140005742
PP_60577,5,SOLAR,-79.909719,35.376236,POINT (-79.909719 35.376236),yellow,CPLE,682,CPLE,n_15689,n_15689,No,CPLE,0.032439353,0.032439353
PP_60157,4.5,SOLAR,-78.221475,34.308744,POINT (-78.221475 34.308744),yellow,DUK,586,CPLE,n_30413,n_30413,No,DUK,0.015335478,0.015335478
PP_65552,5,SOLAR,-79.577907,35.859618,POINT (-79.577907 35.859618),yellow,CPLE,909,Overlapping,n_28211,n_28211,No,CPLE,0.071423242,0.071423242
PP_60778,5,SOLAR,-79.474542,34.784039,POINT (-79.474542 34.784039),yellow,DUK,360,CPLE,n_29001,n_29001,No,DUK,0.01824703,0.01824703
PP_59829,5,SOLAR,-78.009167,34.802222,POINT (-78.009167 34.802222),yellow,CPLE,57,CPLE,n_9872,n_9872,No,CPLE,0.033823154,0.033823154
PP_56059,1.8,OIL,-79.990124,35.924393,POINT (-79.990124 35.924393),darkviolet,DUK,834,DUK,n_7041,n_7041,No,DUK,0.096794871,0.096794871
PP_57196,1.8,OIL,-79.96,35.97,POINT (-79.96 35.97),darkviolet,DUK,834,DUK,n_7041,n_7041,No,DUK,0.072288136,0.072288136
PP_56260,3.6,OIL,-79.9497,35.9861,POINT (-79.9497 35.9861),darkviolet,DUK,834,DUK,n_7041,n_7041,No,DUK,0.071740635,0.071740635
PP_54896,33,HYDRO,-80.2339,35.6008,POINT (-80.2339 35.6008),royalblue,YAD,204,DUK,n_15641,n_15641,No,DUK,0.155970301,0.155970301
PP_10550,1.8,HYDRO,-81.201002,35.394254,POINT (-81.201002 35.394254),royalblue,DUK,109,DUK,n_4517,n_4517,No,DUK,0.117407405,0.117407405
PP_59163,5,SOLAR,-77.451944,35.363889,POINT (-77.451944 35.363889),yellow,CPLE,106,CPLE,n_6679,n_6679,No,CPLE,0.010187963,0.010187963
PP_59487,4.9,SOLAR,-77.99,35.433889,POINT (-77.99 35.433889),yellow,DUK,772,CPLE,n_6661,n_6661,No,DUK,0.119307777,0.119307777
PP_2780,165.6,HYDRO,-84.177533,35.150864,POINT (-84.177533 35.150864),royalblue,TVA,850,DUK,n_1081,n_1063,Yes,DUK,0.959099757,0.08359236
PP_63695,2,SOLAR,-79.132926,34.662627,POINT (-79.132926 34.662627),yellow,CPLE,878,CPLE,n_9850,n_9850,No,CPLE,0.079723427,0.079723427
PP_58623,20,SOLAR,-79.340833,34.774167,POINT (-79.340833 34.774167),yellow,CPLE,229,CPLE,n_9852,n_9852,No,CPLE,0.064564633,0.064564633
PP_61256,4.9,SOLAR,-77.497,35.205,POINT (-77.497 35.205),yellow,CPLE,311,CPLE,n_23782,n_23782,No,CPLE,0.166054175,0.166054175
PP_61883,1.3,SOLAR,-79.8727,35.62845,POINT (-79.8727 35.62845),yellow,CPLE,900,Overlapping,n_6692,n_6692,No,CPLE,0.151386534,0.151386534
PP_60312,4.9,SOLAR,-80.543086,35.225669,POINT (-80.543086 35.225669),yellow,DUK,88,DUK,n_15775,n_15775,No,DUK,0.022722209,0.022722209
PP_56550,2.2,OIL,-80.832879,35.383222,POINT (-80.832879 35.383222),darkviolet,DUK,133,DUK,n_28471,n_28471,No,DUK,0.001236643,0.001236643
PP_59510,5,SOLAR,-79.5667,36.2847,POINT (-79.5667 36.2847),yellow,DUK,349,DUK,n_28710,n_28710,No,DUK,0.12576959,0.12576959
PP_59564,5,SOLAR,-81.515833,35.260833,POINT (-81.515833 35.260833),yellow,DUK,268,DUK,n_4496,n_4496,No,DUK,0.028460448,0.028460448
PP_60209,5,SOLAR,-77.631511,36.348734,POINT (-77.631511 36.348734),yellow,PJM,1,CPLE,n_6402,n_6402,No,CPLE,0.061353614,0.061353614
PP_54618,8.4,BIOMASS,-80.227404,36.033761,POINT (-80.227404 36.033761),forestgreen,DUK,551,DUK,n_28704,n_28704,No,DUK,0.0229806,0.0229806
PP_60050,1.5,SOLAR,-82.890319,35.473629,POINT (-82.890319 35.473629),yellow,DUK,832,CPLW,n_28601,n_28601,No,DUK,0.261954417,0.261954417
PP_59553,2,SOLAR,-82.3575,35.368889,POINT (-82.3575 35.368889),yellow,CPLE,149,Overlapping,n_11731,n_11731,No,CPLE,0.107888434,0.107888434
PP_59554,2,SOLAR,-81.764167,35.319444,POINT (-81.764167 35.319444),yellow,DUK,510,DUK,n_15512,n_15512,No,DUK,0.060348371,0.060348371
PP_60055,2,SOLAR,-82.350001,35.363863,POINT (-82.350001 35.363863),yellow,DUK,149,Overlapping,n_11731,n_11731,No,DUK,0.111764477,0.111764477
PP_60051,1.9,SOLAR,-81.795051,35.378187,POINT (-81.795051 35.378187),yellow,DUK,510,DUK,n_15511,n_15511,No,DUK,0.021790587,0.021790587
PP_59670,1.9,SOLAR,-81.419019,35.259825,POINT (-81.419019 35.259825),yellow,DUK,268,DUK,n_29803,n_29803,No,DUK,0.09336495,0.09336495
PP_60052,1.9,SOLAR,-81.413308,35.70974,POINT (-81.413308 35.70974),yellow,DUK,240,DUK,n_10014,n_10014,No,DUK,0.012002786,0.012002786
PP_60540,35,SOLAR,-78.755394,34.539425,POINT (-78.755394 34.539425),yellow,DUK,652,CPLE,n_9820,n_9820,No,DUK,0.024873509,0.024873509
PP_61258,1.9,SOLAR,-77.825,35.046,POINT (-77.825 35.046),yellow,CPLE,675,CPLE,n_16404,n_16404,No,CPLE,0.020610481,0.020610481
PP_59665,100,SOLAR,-79.943889,34.838297,POINT (-79.943889 34.838297),yellow,DUK,557,Overlapping,n_29024,n_29024,No,DUK,0.132478783,0.132478783
PP_60539,71,SOLAR,-78.877359,34.847627,POINT (-78.877359 34.847627),yellow,DUK,532,CPLE,n_1924,n_1924,No,DUK,0.10039009,0.10039009
PP_60149,50.8,SOLAR,-78.304811,34.529956,POINT (-78.304811 34.529956),yellow,DUK,660,CPLE,n_7062,n_7062,No,DUK,0.114101743,0.114101743
PP_59675,4.9,SOLAR,-79.108,34.859,POINT (-79.108 34.859),yellow,DUK,214,CPLE,n_15226,n_15226,No,DUK,0.030338231,0.030338231
PP_59671,78.5,SOLAR,-78.94355,34.918194,POINT (-78.94355 34.918194),yellow,DUK,534,CPLE,n_23793,n_23793,No,DUK,0.061553427,0.061553427
PP_59666,33.8,SOLAR,-79.332447,34.801933,POINT (-79.332447 34.801933),yellow,DUK,430,CPLE,n_9852,n_9852,No,DUK,0.087323831,0.087323831
PP_59667,4.9,SOLAR,-79.30235,34.711628,POINT (-79.30235 34.711628),yellow,DUK,876,CPLE,n_23777,n_23777,No,DUK,0.075579831,0.075579831
PP_59669,50,SOLAR,-77.712408,35.213697,POINT (-77.712408 35.213697),yellow,DUK,566,CPLE,n_9873,n_9873,No,DUK,0.032084179,0.032084179
PP_59676,6.5,SOLAR,-79.216,34.695,POINT (-79.216 34.695),yellow,DUK,877,CPLE,n_23777,n_23777,No,DUK,0.063785139,0.063785139
PP_61259,1.9,SOLAR,-77.97928,36.094719,POINT (-77.97928 36.094719),yellow,CPLE,707,CPLE,n_9858,n_9858,No,CPLE,0.042641539,0.042641539
